crop,year,season,state,area,production,fertilizer,pesticide,yield,avg_temp_c,total_rainfall_mm,avg_humidity_percent,N,P,K,pH
Tobacco,2003,Whole Year ,Uttar Pradesh,23384.0,155821,2314548.32,5612.16,6.369090909,25.86,803.3,50.49,120,45,35,7.6
Turmeric,2003,Whole Year ,Uttar Pradesh,887.0,1604,87795.26,212.88,1.823142857,25.86,803.3,50.49,120,45,35,7.6
Urad,2003,Kharif     ,Uttar Pradesh,566876.0,134187,56109386.48,136050.24,0.367142857,25.86,803.3,50.49,120,45,35,7.6
Urad,2003,Summer     ,Uttar Pradesh,57741.0,28301,5715204.18,13857.84,0.540153846,25.86,803.3,50.49,120,45,35,7.6
Wheat,2003,Rabi       ,Uttar Pradesh,9443104.0,26349910,934678433.9,2266344.96,2.767428571,25.86,803.3,50.49,120,45,35,7.6
Arhar/Tur,2003,Kharif     ,Uttarakhand,1962.0,1453,194198.76,470.88,0.756363636,17.95,1079.15,52.08,80,24,38,6.4
Bajra,2003,Kharif     ,Uttarakhand,3.0,3,296.94,0.72,1.0,17.95,1079.15,52.08,80,24,38,6.4
Barley,2003,Rabi       ,Uttarakhand,24940.0,25126,2468561.2,5985.6,1.060769231,17.95,1079.15,52.08,80,24,38,6.4
Garlic,2003,Whole Year ,Uttarakhand,2747.0,17920,271898.06,659.28,4.46173913,17.95,1079.15,52.08,80,24,38,6.4
Gram,2003,Rabi       ,Uttarakhand,766.0,601,75818.68,183.84,0.738888889,17.95,1079.15,52.08,80,24,38,6.4
Groundnut,2003,Kharif     ,Uttarakhand,1273.0,1267,126001.54,305.52,0.955,17.95,1079.15,52.08,80,24,38,6.4
Horse-gram,2003,Kharif     ,Uttarakhand,8171.0,6066,808765.58,1961.04,0.749090909,17.95,1079.15,52.08,80,24,38,6.4
Linseed,2003,Rabi       ,Uttarakhand,11.0,4,1088.78,2.64,0.36,17.95,1079.15,52.08,80,24,38,6.4
Maize,2003,Kharif     ,Uttarakhand,31209.0,47446,3089066.82,7490.16,1.456153846,17.95,1079.15,52.08,80,24,38,6.4
Maize,2003,Summer     ,Uttarakhand,137.0,224,13560.26,32.88,1.623333333,17.95,1079.15,52.08,80,24,38,6.4
Masoor,2003,Rabi       ,Uttarakhand,11618.0,7168,1149949.64,2788.32,0.61,17.95,1079.15,52.08,80,24,38,6.4
Moong(Green Gram),2003,Kharif     ,Uttarakhand,13.0,5,1286.74,3.12,0.443333333,17.95,1079.15,52.08,80,24,38,6.4
Moong(Green Gram),2003,Summer     ,Uttarakhand,39.0,12,3860.22,9.36,0.305,17.95,1079.15,52.08,80,24,38,6.4
Moth,2003,Kharif     ,Uttarakhand,2.0,1,197.96,0.48,0.5,17.95,1079.15,52.08,80,24,38,6.4
Onion,2003,Whole Year ,Uttarakhand,1719.0,19183,170146.62,412.56,11.30846154,17.95,1079.15,52.08,80,24,38,6.4
Other  Rabi pulses,2003,Rabi       ,Uttarakhand,43.0,22,4256.14,10.32,0.443333333,17.95,1079.15,52.08,80,24,38,6.4
Other Cereals,2003,Kharif     ,Uttarakhand,77717.0,87277,7692428.66,18652.08,1.000909091,17.95,1079.15,52.08,80,24,38,6.4
Other Cereals,2003,Rabi       ,Uttarakhand,660.0,755,65326.8,158.4,1.112222222,17.95,1079.15,52.08,80,24,38,6.4
Other Kharif pulses,2003,Kharif     ,Uttarakhand,12064.0,7776,1194094.72,2895.36,0.656363636,17.95,1079.15,52.08,80,24,38,6.4
Peas & beans (Pulses),2003,Rabi       ,Uttarakhand,4451.0,3386,440559.98,1068.24,0.663333333,17.95,1079.15,52.08,80,24,38,6.4
Potato,2003,Whole Year ,Uttarakhand,16054.0,261765,1589024.92,3852.96,15.82153846,17.95,1079.15,52.08,80,24,38,6.4
Ragi,2003,Kharif     ,Uttarakhand,126421.0,165549,12513150.58,30341.04,1.4,17.95,1079.15,52.08,80,24,38,6.4
Rapeseed &Mustard,2003,Rabi       ,Uttarakhand,12545.0,10025,1241704.1,3010.8,0.694615385,17.95,1079.15,52.08,80,24,38,6.4
Rice,2003,Kharif     ,Uttarakhand,271671.0,520831,26889995.58,65201.04,1.640769231,17.95,1079.15,52.08,80,24,38,6.4
Rice,2003,Summer     ,Uttarakhand,5655.0,21126,559731.9,1357.2,3.66,17.95,1079.15,52.08,80,24,38,6.4
Sesamum,2003,Kharif     ,Uttarakhand,1857.0,294,183805.86,445.68,0.155384615,17.95,1079.15,52.08,80,24,38,6.4
Soyabean,2003,Kharif     ,Uttarakhand,13998.0,15045,1385522.04,3359.52,1.330833333,17.95,1079.15,52.08,80,24,38,6.4
Sugarcane,2003,Whole Year ,Uttarakhand,116877.0,7023220,11568485.46,28050.48,58.12,17.95,1079.15,52.08,80,24,38,6.4
Sunflower,2003,Kharif     ,Uttarakhand,262.0,301,25932.76,62.88,1.024,17.95,1079.15,52.08,80,24,38,6.4
Tobacco,2003,Whole Year ,Uttarakhand,23.0,78,2276.54,5.52,3.26,17.95,1079.15,52.08,80,24,38,6.4
Urad,2003,Kharif     ,Uttarakhand,10774.0,3905,1066410.52,2585.76,0.37,17.95,1079.15,52.08,80,24,38,6.4
Urad,2003,Summer     ,Uttarakhand,645.0,233,63842.1,154.8,0.243333333,17.95,1079.15,52.08,80,24,38,6.4
Wheat,2003,Rabi       ,Uttarakhand,383387.0,729653,37947645.26,92012.88,1.525384615,17.95,1079.15,52.08,80,24,38,6.4
other oilseeds,2003,Kharif     ,Uttarakhand,411.0,294,40680.78,98.64,0.637,17.95,1079.15,52.08,80,24,38,6.4
other oilseeds,2003,Rabi       ,Uttarakhand,87.0,29,8611.26,20.88,0.298333333,17.95,1079.15,52.08,80,24,38,6.4
Arhar/Tur,2004,Kharif     ,Andhra Pradesh,471825.0,215214,51117520.5,99083.25,0.479090909,27.72,759.1,69.79,78,45,22,6.8
Arhar/Tur,2004,Rabi       ,Andhra Pradesh,8452.0,3792,915689.68,1774.92,0.485,27.72,759.1,69.79,78,45,22,6.8
Bajra,2004,Kharif     ,Andhra Pradesh,83441.0,74571,9039997.94,17522.61,0.86,27.72,759.1,69.79,78,45,22,6.8
Bajra,2004,Rabi       ,Andhra Pradesh,10128.0,6712,1097267.52,2126.88,0.661818182,27.72,759.1,69.79,78,45,22,6.8
Banana,2004,Whole Year ,Andhra Pradesh,40906.0,980481,4431756.04,8590.26,26.37047619,27.72,759.1,69.79,78,45,22,6.8
Cashewnut,2004,Whole Year ,Andhra Pradesh,150352.0,33571,16289135.68,31573.92,0.256875,27.72,759.1,69.79,78,45,22,6.8
Castor seed,2004,Kharif     ,Andhra Pradesh,271600.0,105437,29425144.0,57036.0,0.484444444,27.72,759.1,69.79,78,45,22,6.8
Coconut ,2004,Whole Year ,Andhra Pradesh,103869.0,1199311362,11253167.46,21812.49,10469.71389,27.72,759.1,69.79,78,45,22,6.8
Coriander,2004,Whole Year ,Andhra Pradesh,23981.0,9314,2598101.54,5036.01,0.516470588,27.72,759.1,69.79,78,45,22,6.8
Cotton(lint),2004,Kharif     ,Andhra Pradesh,1178419.0,2190549,127669914.5,247467.99,1.901428571,27.72,759.1,69.79,78,45,22,6.8
Dry chillies,2004,Kharif     ,Andhra Pradesh,186120.0,599570,20164240.8,39085.2,2.911363636,27.72,759.1,69.79,78,45,22,6.8
Dry chillies,2004,Rabi       ,Andhra Pradesh,50419.0,148939,5462394.46,10587.99,3.148636364,27.72,759.1,69.79,78,45,22,6.8
Garlic,2004,Whole Year ,Andhra Pradesh,552.0,0,59803.68,115.92,0.0,27.72,759.1,69.79,78,45,22,6.8
Ginger,2004,Whole Year ,Andhra Pradesh,1873.0,10906,202920.82,393.33,5.2775,27.72,759.1,69.79,78,45,22,6.8
Gram,2004,Kharif     ,Andhra Pradesh,111.0,98,12025.74,23.31,0.885,27.72,759.1,69.79,78,45,22,6.8
Gram,2004,Rabi       ,Andhra Pradesh,341228.0,345312,36968641.52,71657.88,1.09,27.72,759.1,69.79,78,45,22,6.8
Groundnut,2004,Kharif     ,Andhra Pradesh,1605390.0,1248565,173927952.6,337131.9,0.978636364,27.72,759.1,69.79,78,45,22,6.8
Groundnut,2004,Rabi       ,Andhra Pradesh,235743.0,390676,25540396.62,49506.03,1.755454545,27.72,759.1,69.79,78,45,22,6.8
Horse-gram,2004,Kharif     ,Andhra Pradesh,10077.0,4552,1091742.18,2116.17,0.433,27.72,759.1,69.79,78,45,22,6.8
Horse-gram,2004,Rabi       ,Andhra Pradesh,56470.0,21003,6117959.8,11858.7,0.338571429,27.72,759.1,69.79,78,45,22,6.8
Jowar,2004,Kharif     ,Andhra Pradesh,200661.0,224757,21739612.74,42138.81,0.863636364,27.72,759.1,69.79,78,45,22,6.8
Jowar,2004,Rabi       ,Andhra Pradesh,299732.0,290800,32472964.88,62943.72,1.389545455,27.72,759.1,69.79,78,45,22,6.8
Linseed,2004,Rabi       ,Andhra Pradesh,4181.0,467,452969.54,878.01,0.126666667,27.72,759.1,69.79,78,45,22,6.8
Maize,2004,Kharif     ,Andhra Pradesh,505358.0,1238622,54750485.72,106125.18,2.819545455,27.72,759.1,69.79,78,45,22,6.8
Maize,2004,Rabi       ,Andhra Pradesh,151474.0,824920,16410693.16,31809.54,5.235714286,27.72,759.1,69.79,78,45,22,6.8
Mesta,2004,Kharif     ,Andhra Pradesh,53629.0,458390,5810165.86,11262.09,8.414444444,27.72,759.1,69.79,78,45,22,6.8
Moong(Green Gram),2004,Kharif     ,Andhra Pradesh,304051.0,110550,32940885.34,63850.71,0.367727273,27.72,759.1,69.79,78,45,22,6.8
Moong(Green Gram),2004,Rabi       ,Andhra Pradesh,150094.0,48901,16261183.96,31519.74,0.368421053,27.72,759.1,69.79,78,45,22,6.8
Niger seed,2004,Kharif     ,Andhra Pradesh,15640.0,6101,1694437.6,3284.4,0.425,27.72,759.1,69.79,78,45,22,6.8
Onion,2004,Kharif     ,Andhra Pradesh,21907.0,344540,2373404.38,4600.47,14.4,27.72,759.1,69.79,78,45,22,6.8
Onion,2004,Rabi       ,Andhra Pradesh,12248.0,258886,1326948.32,2572.08,20.17047619,27.72,759.1,69.79,78,45,22,6.8
Other  Rabi pulses,2004,Rabi       ,Andhra Pradesh,17609.0,4724,1907759.06,3697.89,0.256470588,27.72,759.1,69.79,78,45,22,6.8
Other Kharif pulses,2004,Kharif     ,Andhra Pradesh,16234.0,4193,1758791.56,3409.14,0.268,27.72,759.1,69.79,78,45,22,6.8
Potato,2004,Whole Year ,Andhra Pradesh,4037.0,27527,437368.58,847.77,7.64,27.72,759.1,69.79,78,45,22,6.8
Ragi,2004,Kharif     ,Andhra Pradesh,61063.0,73142,6615565.42,12823.23,1.439285714,27.72,759.1,69.79,78,45,22,6.8
Ragi,2004,Rabi       ,Andhra Pradesh,7924.0,14276,858486.16,1664.04,1.823076923,27.72,759.1,69.79,78,45,22,6.8
Rapeseed &Mustard,2004,Rabi       ,Andhra Pradesh,3623.0,904,392515.82,760.83,0.201666667,27.72,759.1,69.79,78,45,22,6.8
Rice,2004,Kharif     ,Andhra Pradesh,2215067.0,6392717,239980358.8,465164.07,2.720454545,27.72,759.1,69.79,78,45,22,6.8
Rice,2004,Rabi       ,Andhra Pradesh,871135.0,3208328,94378765.9,182938.35,2.83,27.72,759.1,69.79,78,45,22,6.8
Safflower,2004,Rabi       ,Andhra Pradesh,19007.0,8288,2059218.38,3991.47,0.353636364,27.72,759.1,69.79,78,45,22,6.8
Sesamum,2004,Kharif     ,Andhra Pradesh,169457.0,23861,18358971.38,35585.97,0.1885,27.72,759.1,69.79,78,45,22,6.8
Sesamum,2004,Rabi       ,Andhra Pradesh,39827.0,13803,4314857.18,8363.67,0.3595,27.72,759.1,69.79,78,45,22,6.8
Small millets,2004,Kharif     ,Andhra Pradesh,47209.0,23108,5114623.06,9913.89,0.503636364,27.72,759.1,69.79,78,45,22,6.8
Small millets,2004,Rabi       ,Andhra Pradesh,515.0,257,55795.1,108.15,0.502,27.72,759.1,69.79,78,45,22,6.8
Soyabean,2004,Kharif     ,Andhra Pradesh,77158.0,117898,8359297.72,16203.18,1.235555556,27.72,759.1,69.79,78,45,22,6.8
Sugarcane,2004,Whole Year ,Andhra Pradesh,209536.0,15739172,22701130.24,44002.56,77.12619048,27.72,759.1,69.79,78,45,22,6.8
Sunflower,2004,Kharif     ,Andhra Pradesh,476116.0,290245,51582407.44,99984.36,0.714545455,27.72,759.1,69.79,78,45,22,6.8
Sunflower,2004,Rabi       ,Andhra Pradesh,332752.0,210955,36050351.68,69877.92,0.726818182,27.72,759.1,69.79,78,45,22,6.8
Sweet potato,2004,Whole Year ,Andhra Pradesh,1193.0,7829,129249.62,250.53,6.883157895,27.72,759.1,69.79,78,45,22,6.8
Tapioca,2004,Whole Year ,Andhra Pradesh,20137.0,146784,2181642.58,4228.77,6.748,27.72,759.1,69.79,78,45,22,6.8
Tobacco,2004,Whole Year ,Andhra Pradesh,189484.0,585193,20528696.56,39791.64,4.54547619,27.72,759.1,69.79,78,45,22,6.8
Urad,2004,Kharif     ,Andhra Pradesh,76464.0,35130,8284109.76,16057.44,0.473636364,27.72,759.1,69.79,78,45,22,6.8
Urad,2004,Rabi       ,Andhra Pradesh,351048.0,223561,38032540.32,73720.08,0.608947368,27.72,759.1,69.79,78,45,22,6.8
Wheat,2004,Rabi       ,Andhra Pradesh,9174.0,4605,993911.16,1926.54,0.387272727,27.72,759.1,69.79,78,45,22,6.8
Arhar/Tur,2004,Kharif     ,Assam,6733.0,4751,729453.22,1413.93,0.710434783,22.27,2151.77,78.82,60,18,38,5.8
Castor seed,2004,Kharif     ,Assam,1349.0,572,146150.66,283.29,0.428095238,22.27,2151.77,78.82,60,18,38,5.8
Cotton(lint),2004,Kharif     ,Assam,1389.0,663,150484.26,291.69,0.482608696,22.27,2151.77,78.82,60,18,38,5.8
Dry chillies,2004,Whole Year ,Assam,14283.0,9155,1547420.22,2999.43,0.631304348,22.27,2151.77,78.82,60,18,38,5.8
Gram,2004,Rabi       ,Assam,2141.0,1084,231955.94,449.61,0.470434783,22.27,2151.77,78.82,60,18,38,5.8
Jute,2004,Kharif     ,Assam,57981.0,410409,6281661.54,12176.01,7.193043478,22.27,2151.77,78.82,60,18,38,5.8
Linseed,2004,Rabi       ,Assam,9262.0,4842,1003445.08,1945.02,0.519545455,22.27,2151.77,78.82,60,18,38,5.8
Masoor,2004,Rabi       ,Assam,20386.0,11041,2208619.24,4281.06,0.505714286,22.27,2151.77,78.82,60,18,38,5.8
Mesta,2004,Kharif     ,Assam,5095.0,25454,551992.3,1069.95,4.660952381,22.27,2151.77,78.82,60,18,38,5.8
Moong(Green Gram),2004,Rabi       ,Assam,7293.0,3429,790123.62,1531.53,0.449565217,22.27,2151.77,78.82,60,18,38,5.8
Niger seed,2004,Kharif     ,Assam,8730.0,4487,945808.2,1833.3,0.532777778,22.27,2151.77,78.82,60,18,38,5.8
Onion,2004,Whole Year ,Assam,7122.0,16786,771597.48,1495.62,2.396956522,22.27,2151.77,78.82,60,18,38,5.8
Other  Rabi pulses,2004,Rabi       ,Assam,78945.0,45468,8552901.3,16578.45,0.560714286,22.27,2151.77,78.82,60,18,38,5.8
Peas & beans (Pulses),2004,Rabi       ,Assam,22238.0,13339,2409264.92,4669.98,0.596521739,22.27,2151.77,78.82,60,18,38,5.8
Potato,2004,Whole Year ,Assam,73104.0,589070,7920087.36,15351.84,7.482608696,22.27,2151.77,78.82,60,18,38,5.8
Rapeseed &Mustard,2004,Rabi       ,Assam,244948.0,129395,26537666.32,51439.08,0.514782609,22.27,2151.77,78.82,60,18,38,5.8
Rice,2004,Autumn     ,Assam,436244.0,286330,47262674.96,91611.24,0.802173913,22.27,2151.77,78.82,60,18,38,5.8
Rice,2004,Summer     ,Assam,311437.0,610136,33741084.58,65401.77,1.764347826,22.27,2151.77,78.82,60,18,38,5.8
Rice,2004,Winter     ,Assam,1636050.0,2574284,177249657.0,343570.5,1.551304348,22.27,2151.77,78.82,60,18,38,5.8
Sesamum,2004,Kharif     ,Assam,13159.0,7498,1425646.06,2763.39,0.503043478,22.27,2151.77,78.82,60,18,38,5.8
Small millets,2004,Kharif     ,Assam,7982.0,4145,864769.88,1676.22,0.519565217,22.27,2151.77,78.82,60,18,38,5.8
Sugarcane,2004,Whole Year ,Assam,23942.0,883925,2593876.28,5027.82,37.40956522,22.27,2151.77,78.82,60,18,38,5.8
Sweet potato,2004,Whole Year ,Assam,8026.0,28030,869536.84,1685.46,3.406956522,22.27,2151.77,78.82,60,18,38,5.8
Tobacco,2004,Whole Year ,Assam,678.0,365,73454.52,142.38,0.580869565,22.27,2151.77,78.82,60,18,38,5.8
Turmeric,2004,Whole Year ,Assam,11697.0,8401,1267252.98,2456.37,0.722173913,22.27,2151.77,78.82,60,18,38,5.8
Urad,2004,Rabi       ,Assam,36367.0,20914,3940000.78,7637.07,0.56173913,22.27,2151.77,78.82,60,18,38,5.8
Wheat,2004,Rabi       ,Assam,63854.0,68083,6917942.36,13409.34,1.056956522,22.27,2151.77,78.82,60,18,38,5.8
Arhar/Tur,2004,Kharif     ,Bihar,35839.0,44223,3882797.26,7526.19,1.226052632,26.25,859.42,54.62,85,30,25,7.2
Bajra,2004,Kharif     ,Bihar,1200.0,1297,130008.0,252.0,1.064,26.25,859.42,54.62,85,30,25,7.2
Banana,2004,Whole Year ,Bihar,14784.0,189572,1601698.56,3104.64,14.46545455,26.25,859.42,54.62,85,30,25,7.2
Barley,2004,Rabi       ,Bihar,17346.0,18284,1879265.64,3642.66,1.092222222,26.25,859.42,54.62,85,30,25,7.2
Castor seed,2004,Kharif     ,Bihar,173.0,163,18742.82,36.33,0.962222222,26.25,859.42,54.62,85,30,25,7.2
Coriander,2004,Whole Year ,Bihar,2078.0,1362,225130.52,436.38,0.644375,26.25,859.42,54.62,85,30,25,7.2
Dry chillies,2004,Whole Year ,Bihar,3126.0,2245,338670.84,656.46,0.71875,26.25,859.42,54.62,85,30,25,7.2
Garlic,2004,Whole Year ,Bihar,2479.0,3735,268574.86,520.59,1.527741935,26.25,859.42,54.62,85,30,25,7.2
Ginger,2004,Kharif     ,Bihar,365.0,555,39544.1,76.65,1.450833333,26.25,859.42,54.62,85,30,25,7.2
Ginger,2004,Whole Year ,Bihar,394.0,596,42685.96,82.74,1.486153846,26.25,859.42,54.62,85,30,25,7.2
Gram,2004,Rabi       ,Bihar,72112.0,60159,7812614.08,15143.52,0.81,26.25,859.42,54.62,85,30,25,7.2
Groundnut,2004,Kharif     ,Bihar,539.0,266,58395.26,113.19,0.496666667,26.25,859.42,54.62,85,30,25,7.2
Horse-gram,2004,Kharif     ,Bihar,15011.0,12130,1626291.74,3152.31,0.7795,26.25,859.42,54.62,85,30,25,7.2
Jowar,2004,Kharif     ,Bihar,3755.0,3807,406816.7,788.55,1.030833333,26.25,859.42,54.62,85,30,25,7.2
Jute,2004,Kharif     ,Bihar,134450.0,1056205,14566313.0,28234.5,7.890714286,26.25,859.42,54.62,85,30,25,7.2
Khesari,2004,Rabi       ,Bihar,118220.0,79661,12807954.8,24826.2,0.571842105,26.25,859.42,54.62,85,30,25,7.2
Linseed,2004,Rabi       ,Bihar,27560.0,23233,2985850.4,5787.6,0.848421053,26.25,859.42,54.62,85,30,25,7.2
Maize,2004,Kharif     ,Bihar,270973.0,443819,29357214.82,56904.33,1.597837838,26.25,859.42,54.62,85,30,25,7.2
Maize,2004,Rabi       ,Bihar,192685.0,596181,20875492.9,40463.85,3.198,26.25,859.42,54.62,85,30,25,7.2
Maize,2004,Summer     ,Bihar,153596.0,489273,16640590.64,32255.16,2.952368421,26.25,859.42,54.62,85,30,25,7.2
Masoor,2004,Rabi       ,Bihar,178768.0,127032,19367725.12,37541.28,0.631052632,26.25,859.42,54.62,85,30,25,7.2
Mesta,2004,Kharif     ,Bihar,15549.0,124048,1684578.66,3265.29,7.949090909,26.25,859.42,54.62,85,30,25,7.2
Moong(Green Gram),2004,Kharif     ,Bihar,7323.0,3617,793373.82,1537.83,0.470555556,26.25,859.42,54.62,85,30,25,7.2
Moong(Green Gram),2004,Summer     ,Bihar,175402.0,96750,19003052.68,36834.42,0.501428571,26.25,859.42,54.62,85,30,25,7.2
Onion,2004,Whole Year ,Bihar,14115.0,106528,1529219.1,2964.15,7.463684211,26.25,859.42,54.62,85,30,25,7.2
Other  Rabi pulses,2004,Rabi       ,Bihar,2492.0,1886,269983.28,523.32,0.819090909,26.25,859.42,54.62,85,30,25,7.2
Other Kharif pulses,2004,Kharif     ,Bihar,6116.0,3365,662607.44,1284.36,0.509583333,26.25,859.42,54.62,85,30,25,7.2
Peas & beans (Pulses),2004,Rabi       ,Bihar,22824.0,20085,2472752.16,4793.04,0.891388889,26.25,859.42,54.62,85,30,25,7.2
Potato,2004,Whole Year ,Bihar,138730.0,1062822,15030008.2,29133.3,8.02,26.25,859.42,54.62,85,30,25,7.2
Ragi,2004,Kharif     ,Bihar,15570.0,10512,1686853.8,3269.7,0.655357143,26.25,859.42,54.62,85,30,25,7.2
Rapeseed &Mustard,2004,Rabi       ,Bihar,83112.0,66877,9004354.08,17453.52,0.866578947,26.25,859.42,54.62,85,30,25,7.2
Rice,2004,Autumn     ,Bihar,534477.0,477325,57905238.18,112240.17,0.788148148,26.25,859.42,54.62,85,30,25,7.2
Rice,2004,Summer     ,Bihar,116220.0,166198,12591274.8,24406.2,1.437407407,26.25,859.42,54.62,85,30,25,7.2
Rice,2004,Winter     ,Bihar,2489419.0,1828633,269703654.5,522777.99,0.647105263,26.25,859.42,54.62,85,30,25,7.2
Safflower,2004,Rabi       ,Bihar,215.0,173,23293.1,45.15,0.834285714,26.25,859.42,54.62,85,30,25,7.2
Sannhamp,2004,Whole Year ,Bihar,4388.0,3532,475395.92,921.48,0.832962963,26.25,859.42,54.62,85,30,25,7.2
Sesamum,2004,Kharif     ,Bihar,3516.0,2717,380923.44,738.36,0.763928571,26.25,859.42,54.62,85,30,25,7.2
Small millets,2004,Kharif     ,Bihar,6310.0,4892,683625.4,1325.1,0.788666667,26.25,859.42,54.62,85,30,25,7.2
Sugarcane,2004,Whole Year ,Bihar,104189.0,4111722,11287836.26,21879.69,36.05151515,26.25,859.42,54.62,85,30,25,7.2
Sunflower,2004,Kharif     ,Bihar,16555.0,23429,1793568.7,3476.55,1.368928571,26.25,859.42,54.62,85,30,25,7.2
Sweet potato,2004,Whole Year ,Bihar,4279.0,64343,463586.86,898.59,13.32516129,26.25,859.42,54.62,85,30,25,7.2
Tobacco,2004,Whole Year ,Bihar,16071.0,18659,1741132.14,3374.91,1.137647059,26.25,859.42,54.62,85,30,25,7.2
Turmeric,2004,Whole Year ,Bihar,2823.0,2788,305843.82,592.83,0.992608696,26.25,859.42,54.62,85,30,25,7.2
Urad,2004,Kharif     ,Bihar,23960.0,17871,2595826.4,5031.6,0.742285714,26.25,859.42,54.62,85,30,25,7.2
Wheat,2004,Rabi       ,Bihar,2027643.0,3263385,219674842.6,425805.03,1.569473684,26.25,859.42,54.62,85,30,25,7.2
Arhar/Tur,2004,Kharif     ,Chhattisgarh,52499.0,26879,5687741.66,11024.79,0.490625,25.78,1039.07,61.38,70,35,20,6.5
Bajra,2004,Kharif     ,Chhattisgarh,49.0,17,5308.66,10.29,0.422,25.78,1039.07,61.38,70,35,20,6.5
Bajra,2004,Whole Year ,Chhattisgarh,244.0,9682,26434.96,51.24,37.77538462,25.78,1039.07,61.38,70,35,20,6.5
Barley,2004,Rabi       ,Chhattisgarh,3959.0,3539,428918.06,831.39,0.815,25.78,1039.07,61.38,70,35,20,6.5
Castor seed,2004,Kharif     ,Chhattisgarh,137.0,50,14842.58,28.77,0.34625,25.78,1039.07,61.38,70,35,20,6.5
Coriander,2004,Whole Year ,Chhattisgarh,4087.0,1011,442785.58,858.27,0.2475,25.78,1039.07,61.38,70,35,20,6.5
Cotton(lint),2004,Kharif     ,Chhattisgarh,468.0,763,50703.12,98.28,1.7775,25.78,1039.07,61.38,70,35,20,6.5
Dry chillies,2004,Whole Year ,Chhattisgarh,6511.0,3601,705401.74,1367.31,0.53375,25.78,1039.07,61.38,70,35,20,6.5
Garlic,2004,Whole Year ,Chhattisgarh,860.0,2309,93172.4,180.6,2.91,25.78,1039.07,61.38,70,35,20,6.5
Ginger,2004,Whole Year ,Chhattisgarh,1330.0,1318,144092.2,279.3,1.12375,25.78,1039.07,61.38,70,35,20,6.5
Gram,2004,Rabi       ,Chhattisgarh,233322.0,119694,25278105.48,48997.62,0.533125,25.78,1039.07,61.38,70,35,20,6.5
Groundnut,2004,Kharif     ,Chhattisgarh,34086.0,38108,3692877.24,7158.06,1.20125,25.78,1039.07,61.38,70,35,20,6.5
Horse-gram,2004,Kharif     ,Chhattisgarh,55371.0,16431,5998894.14,11627.91,0.291875,25.78,1039.07,61.38,70,35,20,6.5
Jowar,2004,Kharif     ,Chhattisgarh,8388.0,4902,908755.92,1761.48,0.666875,25.78,1039.07,61.38,70,35,20,6.5
Khesari,2004,Rabi       ,Chhattisgarh,449423.0,175275,48690487.82,94378.83,0.433333333,25.78,1039.07,61.38,70,35,20,6.5
Linseed,2004,Rabi       ,Chhattisgarh,71171.0,16298,7710666.14,14945.91,0.242,25.78,1039.07,61.38,70,35,20,6.5
Maize,2004,Kharif     ,Chhattisgarh,97851.0,139927,10601177.34,20548.71,1.343125,25.78,1039.07,61.38,70,35,20,6.5
Masoor,2004,Rabi       ,Chhattisgarh,18880.0,4878,2045459.2,3964.8,0.281333333,25.78,1039.07,61.38,70,35,20,6.5
Mesta,2004,Kharif     ,Chhattisgarh,1360.0,2456,147342.4,285.6,1.852666667,25.78,1039.07,61.38,70,35,20,6.5
Moong(Green Gram),2004,Kharif     ,Chhattisgarh,9939.0,2554,1076791.26,2087.19,0.253125,25.78,1039.07,61.38,70,35,20,6.5
Moong(Green Gram),2004,Rabi       ,Chhattisgarh,6428.0,1334,696409.52,1349.88,0.201333333,25.78,1039.07,61.38,70,35,20,6.5
Niger seed,2004,Kharif     ,Chhattisgarh,73104.0,12121,7920087.36,15351.84,0.161538462,25.78,1039.07,61.38,70,35,20,6.5
Onion,2004,Whole Year ,Chhattisgarh,4472.0,27002,484496.48,939.12,6.1025,25.78,1039.07,61.38,70,35,20,6.5
Other  Rabi pulses,2004,Rabi       ,Chhattisgarh,1393.0,331,150917.62,292.53,0.9,25.78,1039.07,61.38,70,35,20,6.5
Other Kharif pulses,2004,Kharif     ,Chhattisgarh,7220.0,1773,782214.8,1516.2,0.278125,25.78,1039.07,61.38,70,35,20,6.5
Peas & beans (Pulses),2004,Rabi       ,Chhattisgarh,16359.0,5316,1772334.06,3435.39,0.28625,25.78,1039.07,61.38,70,35,20,6.5
Potato,2004,Whole Year ,Chhattisgarh,10638.0,59892,1152520.92,2233.98,5.89625,25.78,1039.07,61.38,70,35,20,6.5
Ragi,2004,Kharif     ,Chhattisgarh,10108.0,2665,1095100.72,2122.68,0.238181818,25.78,1039.07,61.38,70,35,20,6.5
Rapeseed &Mustard,2004,Rabi       ,Chhattisgarh,54501.0,20601,5904638.34,11445.21,0.363125,25.78,1039.07,61.38,70,35,20,6.5
Rice,2004,Kharif     ,Chhattisgarh,3843825.0,4586818,416440000.5,807203.25,1.160625,25.78,1039.07,61.38,70,35,20,6.5
Safflower,2004,Rabi       ,Chhattisgarh,964.0,206,104439.76,202.44,0.223333333,25.78,1039.07,61.38,70,35,20,6.5
Sannhamp,2004,Whole Year ,Chhattisgarh,1673.0,528,181252.82,351.33,0.303125,25.78,1039.07,61.38,70,35,20,6.5
Sesamum,2004,Kharif     ,Chhattisgarh,24281.0,7309,2630603.54,5099.01,0.308125,25.78,1039.07,61.38,70,35,20,6.5
